id_„ÓÓ‰‡;√ÓÓ‰;ƒ‡Ú‡;“ÂÏÔÂ‡ÚÛ‡;id_ÔÓ„Ó‰˚
518341;Novoplatnirovskaya;2018-10-26 22:54:30+03:00;6;800
518344;Novopistsovo;2018-10-26 22:54:30+03:00;-1;801
518418;Novoorsk;2018-10-26 22:54:31+03:00;10;803
518568;Novominskaya;2018-10-26 22:54:31+03:00;6;800
518621;Novomalorossiyskaya;2018-10-26 22:54:31+03:00;9;804
518643;Novoleushkovskaya;2018-10-26 22:54:31+03:00;7;802
518648;Novolakskoye;2018-10-26 22:54:31+03:00;6;500
518652;Novolabinskaya;2018-10-26 22:54:31+03:00;9;801
518745;Novokhopersk;2018-10-26 22:54:32+03:00;0;802
518851;Oyskhara;2018-10-26 22:54:32+03:00;6;500
518858;Grebnevo;2018-10-26 22:48:36+03:00;1;800
518897;Novogagatli;2018-10-26 22:54:32+03:00;6;500
518907;Novodzhereliyevskaya;2018-10-26 22:54:32+03:00;9;801
518928;Novodmitriyevskaya;2018-10-26 22:54:32+03:00;9;801
518944;Novoderevyankovskaya;2018-10-26 22:54:33+03:00;6;800
518972;Novocheremshansk;2018-10-26 22:54:33+03:00;0;802
519005;Novoblagodarnoye;2018-10-26 22:54:33+03:00;4;801
519015;Novobeysugskaya;2018-10-26 22:54:33+03:00;9;804
519016;Novobessergenovka;2018-10-26 22:54:33+03:00;4;801
519027;Novobelokatay;2018-10-26 22:54:34+03:00;3;500
519033;Novobataysk;2018-10-26 22:54:34+03:00;6;801
519085;Novoalekseyevskaya;2018-10-26 22:54:34+03:00;8;803
519188;Novinki;2018-10-26 22:48:30+03:00;1;803
519473;Novaya Tavolzhanka;2018-10-26 22:54:34+03:00;3;803
519621;Novaya Lyada;2018-10-26 22:54:34+03:00;1;803
519690;Novaya Gollandiya;2018-10-26 22:48:40+03:00;2;803
519777;Novaya Chigla;2018-10-26 22:54:35+03:00;2;804
520077;Nagatino;2018-10-26 22:48:38+03:00;1;803
520278;Nizhnepavlovka;2018-10-26 22:54:35+03:00;3;800
520564;Nizhniy Mamon;2018-10-26 22:54:35+03:00;1;802
520599;Nizhniy Kislyay;2018-10-26 22:54:35+03:00;2;804
520642;Nizhniye Vyazovyye;2018-10-26 22:54:36+03:00;2;802
520769;Nizhniye Achaluki;2018-10-26 22:54:36+03:00;2;802
520775;Nizhniy Dzhengutay;2018-10-26 22:54:36+03:00;10;803
520783;Nizhniy Chir;2018-10-26 22:54:36+03:00;4;500
520784;Nizhniy Cherek;2018-10-26 22:54:37+03:00;7;803
520798;Nizhniy Baskunchak;2018-10-26 22:54:37+03:00;1;800
520806;Nizhniy Arkhyz;2018-10-26 22:54:38+03:00;-3;500
520955;Nizhneye Kazanishche;2018-10-26 22:54:38+03:00;10;803
521031;Nizhnetroitskiy;2018-10-26 22:54:38+03:00;2;800
521148;Nizhnedevitsk;2018-10-26 22:54:39+03:00;1;803
521561;Nikolískoye;2018-10-26 22:48:40+03:00;2;800
521773;Nikolsk;2018-10-26 22:54:39+03:00;0;804
521807;Nikologory;2018-10-26 22:54:39+03:00;0;803
521870;Nikolayevskaya;2018-10-26 22:54:39+03:00;5;800
521966;Nikolayevka;2018-10-26 22:54:40+03:00;-1;800
522080;Nikolo-Lenivets;2018-10-26 22:54:40+03:00;1;803
522103;Nikitskoye;2018-10-26 22:59:50+03:00;2;800
522402;Neverkino;2018-10-26 22:54:40+03:00;1;804
522580;Nerl;2018-10-26 22:54:40+03:00;0;803
522745;Nema;2018-10-26 22:54:40+03:00;0;803
522839;Nekrasovka;2018-10-26 22:54:41+03:00;1;803
522946;Neftegorsk;2018-10-26 22:54:41+03:00;7;803
523051;Nebolchi;2018-10-26 22:54:41+03:00;-4;800
523110;Nazarovo;2018-10-26 22:48:44+03:00;2;800
523161;Navoloki;2018-10-26 22:54:42+03:00;-1;801
523186;Navlya;2018-10-26 22:48:48+03:00;1;803
523206;Naurskaya;2018-10-26 22:54:42+03:00;6;803
523210;Alpatovo;2018-10-26 22:54:43+03:00;4;800
523269;Natyrbovo;2018-10-26 22:54:43+03:00;8;803
523382;Naryshkino;2018-10-26 22:54:43+03:00;2;804
523408;Nartan;2018-10-26 22:54:43+03:00;7;803
523415;Narovchat;2018-10-26 22:54:43+03:00;0;803
523443;Narimanov;2018-10-26 22:54:44+03:00;7;800
523523;Nalchik;2018-10-26 22:48:34+03:00;7;803
523560;Nagutskoye;2018-10-26 22:54:44+03:00;4;801
523655;Lakha Nevre;2018-10-26 22:54:44+03:00;6;803
523715;Nadezhda;2018-10-26 22:54:44+03:00;6;803
523734;Nachalovo;2018-10-26 22:54:44+03:00;7;800
523790;Myurego;2018-10-26 22:54:45+03:00;10;803
523917;Mykanino;2018-10-26 22:59:57+03:00;1;800
523928;Myatlevo;2018-10-26 22:54:45+03:00;1;803
524100;Muyezerskiy;2018-10-26 22:54:45+03:00;0;804
524113;Mutsalaul;2018-10-26 22:54:45+03:00;6;500
524183;Muslyumovo;2018-10-26 22:54:45+03:00;2;802
524243;Murygino;2018-10-26 22:54:45+03:00;-1;803
524304;Murmanskaya Oblastí;2018-10-26 22:49:00+03:00;-1;803
524489;Mullovka;2018-10-26 22:54:49+03:00;2;803
524504;Mulino;2018-10-26 22:54:49+03:00;1;804
524534;Mukhtolovo;2018-10-26 22:54:49+03:00;0;804
524602;Mugi;2018-10-26 22:54:49+03:00;10;803
524627;Muchkapskiy;2018-10-26 22:54:49+03:00;1;803
524651;Mstera;2018-10-26 22:54:50+03:00;0;803
524844;Mostki;2018-10-26 22:49:08+03:00;2;804
524894;Moskva;2018-10-26 22:48:34+03:00;1;800
524901;Moscow;2018-10-26 22:50:51+03:00;1;803
524907;Moskovskoye;2018-10-26 22:54:50+03:00;7;802
524925;Moskovskaya Oblastí;2018-10-26 22:48:35+03:00;1;800
525025;Moshenskoye;2018-10-26 22:54:50+03:00;-1;803
525084;Mosalsk;2018-10-26 22:54:50+03:00;1;803
525365;Mordovo;2018-10-26 22:54:50+03:00;0;803
525371;Mordino;2018-10-26 22:54:51+03:00;0;804
525426;Monastyrshchina;2018-10-26 22:54:51+03:00;2;804
525432;Monastyrí;2018-10-26 22:50:59+03:00;9;803
525509;Molokovo;2018-10-26 22:54:51+03:00;-2;800
525585;Molochnoye;2018-10-26 22:54:51+03:00;0;803
525702;Mokroye;2018-10-26 22:51:06+03:00;0;803
525713;Mokroye;2018-10-26 22:49:09+03:00;1;803
525961;Mochalishche;2018-10-26 22:54:51+03:00;1;802
525988;Mshinskaya;2018-10-26 22:54:52+03:00;2;500
525990;Mizur;2018-10-26 22:54:52+03:00;-2;803
526083;Mitrofanovka;2018-10-26 22:54:52+03:00;2;803
526157;Mitino;2018-10-26 22:59:58+03:00;1;803
526185;Miskindzha;2018-10-26 22:54:52+03:00;-1;501
526186;Misirevo;2018-10-26 22:50:51+03:00;2;800
526247;Mishkino;2018-10-26 22:54:55+03:00;5;800
526271;Misheronskiy;2018-10-26 22:54:56+03:00;-1;803
526296;Mirskoy;2018-10-26 22:54:56+03:00;8;804
526346;Mirnyy;2018-10-26 22:49:23+03:00;0;804
526347;Mirnyy;2018-10-26 22:54:56+03:00;0;803
526489;Mindyak;2018-10-26 22:54:56+03:00;7;803
526504;Milyutinskaya;2018-10-26 22:54:56+03:00;3;500
526543;Miloslavskoye;2018-10-26 22:54:57+03:00;-1;802
526600;Mikun;2018-10-26 22:54:57+03:00;-2;802
526730;Mikhaylovskoye;2018-10-26 22:50:55+03:00;2;800
526749;Mikhaylovskoye;2018-10-26 22:54:57+03:00;0;800
526814;Mikhaylovskaya;2018-10-26 22:54:57+03:00;8;803
526815;Mikhaylovsk;2018-10-26 22:54:57+03:00;3;803
526833;Mikhaylovka;2018-10-26 23:00:01+03:00;2;800
526875;Mikhaylovka;2018-10-26 22:54:58+03:00;6;804
527191;Michurinsk;2018-10-26 22:49:16+03:00;0;802
527212;Miatli;2018-10-26 22:54:58+03:00;6;500
527217;Mglin;2018-10-26 22:54:58+03:00;2;804
527224;Mezinovskiy;2018-10-26 22:54:58+03:00;-1;802
527263;Mezhevoy;2018-10-26 22:54:58+03:00;4;500
527299;Mezhdurechensk;2018-10-26 22:54:59+03:00;-1;803
527300;Mezhdurechensk;2018-10-26 22:54:59+03:00;2;801
527321;Mezen;2018-10-26 22:54:59+03:00;2;500
527388;Mesker-Yurt;2018-10-26 22:54:59+03:00;6;500
527405;Meshchovsk;2018-10-26 22:55:00+03:00;1;803
527429;Meshcherino;2018-10-26 22:55:00+03:00;1;800
527451;Mervino;2018-10-26 22:48:50+03:00;-1;804
527578;Mendeleyevskiy;2018-10-26 22:55:00+03:00;0;803
527580;Mendeleyevo;2018-10-26 22:55:00+03:00;5;803
527697;Melikhovo;2018-10-26 22:55:00+03:00;1;800
527751;Melikhovskaya;2018-10-26 22:55:01+03:00;4;800
527761;Melekhovo;2018-10-26 22:55:01+03:00;1;803
527979;Medvedok;2018-10-26 22:55:04+03:00;0;803
527981;Medvedkovo;2018-10-26 22:59:55+03:00;1;800
528017;Medveditskiy;2018-10-26 22:55:04+03:00;3;500
528211;Mayskoye;2018-10-26 22:48:47+03:00;2;800
528216;Mayskoye;2018-10-26 22:55:04+03:00;4;803
528233;Mayskiy;2018-10-26 22:55:05+03:00;0;803
528239;Mayskiy;2018-10-26 22:55:05+03:00;3;803
528248;Mayskiy;2018-10-26 22:55:05+03:00;7;803
528258;Mayrtup;2018-10-26 22:55:05+03:00;6;500
528278;Mayna;2018-10-26 22:55:05+03:00;0;803
528288;Maykor;2018-10-26 22:55:06+03:00;4;500
528289;Maykopskoye;2018-10-26 22:55:06+03:00;8;804
528380;Mayachnyy;2018-10-26 22:55:06+03:00;3;804
528521;Matveyevka;2018-10-26 22:55:06+03:00;3;800
528562;Matrosy;2018-10-26 22:49:01+03:00;1;800
528734;Maslovka;2018-10-26 22:55:06+03:00;1;803
528741;Maslova Pristan;2018-10-26 22:55:07+03:00;3;803
529051;Maromitsa;2018-10-26 22:55:07+03:00;0;804
529113;Markovo;2018-10-26 22:55:07+03:00;1;804
529334;Maríina Roshcha;2018-10-26 22:48:31+03:00;1;800
529368;Marfino;2018-10-26 22:50:53+03:00;1;801
529376;Marfino;2018-10-26 22:55:07+03:00;7;800
529507;Manturovo;2018-10-26 22:55:07+03:00;3;803
529608;Manaskent;2018-10-26 22:55:08+03:00;10;803
529610;Manas;2018-10-26 22:55:08+03:00;10;803
529679;Mamedkala;2018-10-26 22:55:08+03:00;4;500
530123;Malyye Krutitsy;2018-10-26 22:50:52+03:00;1;803
530196;Malyye Derbety;2018-10-26 22:55:08+03:00;4;501
530336;Malynchevskaya;2018-10-26 22:52:01+03:00;2;802
530631;Maloye Obraztsovo;2018-10-26 22:48:57+03:00;2;800
530966;Maloarkhangelsk;2018-10-26 22:55:08+03:00;2;500
530972;Malmyzh;2018-10-26 22:55:09+03:00;0;803
530994;Malka;2018-10-26 22:55:09+03:00;5;803
531232;Malaya Yablonovka;2018-10-26 22:48:40+03:00;2;803
531257;Malaya Vishera;2018-10-26 22:55:09+03:00;0;804
531383;Malaya Serdoba;2018-10-26 22:55:09+03:00;1;804
531483;Malaya Okhta;2018-10-26 22:48:40+03:00;2;803
531979;Maksatikha;2018-10-26 22:55:09+03:00;-1;803
532092;Makhalino;2018-10-26 22:55:10+03:00;2;500
532307;Magaramkent;2018-10-26 22:55:10+03:00;5;500
532314;Madzhalis;2018-10-26 22:55:10+03:00;4;500
532463;Lyubytino;2018-10-26 22:55:10+03:00;-3;802
532518;Lyubokhna;2018-10-26 22:55:10+03:00;1;803
532598;Lyubimezh;2018-10-26 22:48:47+03:00;0;803
532600;Lyubim;2018-10-26 22:55:11+03:00;0;803
532664;Lysyye Gory;2018-10-26 22:55:11+03:00;2;803
532825;Lyaskelya;2018-10-26 22:55:11+03:00;-4;800
532860;Lyangasovo;2018-10-26 22:55:11+03:00;-1;803
532887;Lyamino;2018-10-26 22:55:14+03:00;3;803
533284;Lunino;2018-10-26 22:55:15+03:00;0;803
533377;Lukíyanovo;2018-10-26 23:00:01+03:00;2;800
533400;Lukoyanov;2018-10-26 22:55:15+03:00;0;803
533418;Lukovetskiy;2018-10-26 22:55:15+03:00;2;802
533432;Luknovo;2018-10-26 22:55:15+03:00;0;803
533484;Lukino;2018-10-26 22:55:15+03:00;1;804
533541;Lukhovka;2018-10-26 22:55:16+03:00;0;804
533555;Lukh;2018-10-26 22:55:16+03:00;0;804
533793;Lubyany;2018-10-26 22:55:16+03:00;3;803
533916;Loyga;2018-10-26 22:55:16+03:00;0;804
533933;Lovozero;2018-10-26 22:51:05+03:00;0;803
533975;Lotoshino;2018-10-26 22:55:16+03:00;0;803
534073;Losevo;2018-10-26 22:55:16+03:00;1;803
534206;Lopatino;2018-10-26 22:55:17+03:00;1;802
534245;Lopandino;2018-10-26 22:55:17+03:00;2;803
534313;Lomovka;2018-10-26 22:55:17+03:00;7;803
534352;Lomintsevskiy;2018-10-26 22:55:17+03:00;0;803
534413;Lokot;2018-10-26 22:55:17+03:00;1;803
534538;Log;2018-10-26 22:55:18+03:00;2;804
534639;Lobanovo;2018-10-26 22:55:18+03:00;5;803
534717;Livenka;2018-10-26 22:55:18+03:00;1;801
534838;Liski;2018-10-26 22:49:24+03:00;3;804
534841;Lisiy Nos;2018-10-26 22:49:19+03:00;2;803
535099;Lipitsy;2018-10-26 23:00:02+03:00;2;800
535113;Lipin Bor;2018-10-26 22:55:18+03:00;1;804
535183;Linda;2018-10-26 22:55:18+03:00;1;804
535253;Likhoy;2018-10-26 22:55:19+03:00;4;803
535254;Likhovskoy;2018-10-26 22:55:19+03:00;4;803
535261;Likhoslavl;2018-10-26 22:55:19+03:00;0;803
535366;Lezhnevo;2018-10-26 22:55:19+03:00;1;804
535372;Lezhevo;2018-10-26 22:59:55+03:00;0;803
535451;Levoberezhnaya;2018-10-26 22:59:51+03:00;1;800
535542;Levashi;2018-10-26 22:55:20+03:00;10;803
535625;Letnik;2018-10-26 22:55:20+03:00;7;801
535639;Letka;2018-10-26 22:55:20+03:00;0;803
535670;Lesogorskiy;2018-10-26 22:55:20+03:00;0;800
535672;Lesogorsk;2018-10-26 22:55:20+03:00;-1;802
535678;Lesnyye Polyany;2018-10-26 22:55:21+03:00;0;804
535679;Lesnyye Polyany;2018-10-26 22:55:21+03:00;1;800
535711;Lesnoye;2018-10-26 22:55:21+03:00;-1;803
535734;Lesnoy;2018-10-26 22:55:21+03:00;-1;803
535741;Lesnoy;2018-10-26 22:55:21+03:00;1;800
535744;Lesnoy;2018-10-26 22:55:21+03:00;0;803
535966;Leonovo;2018-10-26 22:50:53+03:00;1;800
536035;Leninskoye;2018-10-26 22:55:22+03:00;0;803
536111;Leninskiy;2018-10-26 22:55:22+03:00;0;803
536155;Leninsk;2018-10-26 22:55:22+03:00;6;802
536186;Leninkent;2018-10-26 22:55:22+03:00;10;803
536199;Leningradskaya Oblastí;2018-10-26 22:50:56+03:00;-2;801
536203;Sankt-Peterburg;2018-10-26 22:48:40+03:00;2;803
536209;Leninaul;2018-10-26 22:55:23+03:00;6;500
536398;Lefortovo;2018-10-26 22:50:52+03:00;1;800
536440;Lechinkay;2018-10-26 22:55:23+03:00;7;803
536466;Lebyazhye;2018-10-26 22:55:23+03:00;2;803
536818;Latnaya;2018-10-26 22:55:23+03:00;1;803
536857;Lashma;2018-10-26 22:55:23+03:00;-1;802
537007;Lapinlaksha;2018-10-26 22:50:54+03:00;0;803
537031;Laníshinskiy;2018-10-26 22:59:59+03:00;1;803
537094;Lalsk;2018-10-26 22:55:24+03:00;0;804
537147;Lakhdenpokhya;2018-10-26 22:55:24+03:00;-2;800
537229;Ladushkin;2018-10-26 22:55:24+03:00;7;801
537238;Ladovskaya Balka;2018-10-26 22:55:24+03:00;8;500
537326;Kyzyl-Oktyabrskiy;2018-10-26 22:55:25+03:00;-4;801
537344;Islamey;2018-10-26 22:55:25+03:00;5;803
537346;Kyzburun Pervyy;2018-10-26 22:55:25+03:00;5;803
537508;Kyakhulay;2018-10-26 22:55:25+03:00;10;803
537541;Kvarkeno;2018-10-26 22:55:26+03:00;8;802
537598;Kuzovatovo;2018-10-26 22:55:26+03:00;-1;800
537691;Kuznetsovo;2018-10-26 22:48:41+03:00;2;800
537740;Kuznechnoye;2018-10-26 22:55:26+03:00;0;802
537760;Kuznechikha;2018-10-26 22:55:26+03:00;0;804
537888;Kuzino;2018-10-26 22:55:26+03:00;0;803
537893;Kuzino;2018-10-26 22:55:27+03:00;3;802
537915;Kuzhorskaya;2018-10-26 22:55:27+03:00;6;500
537935;Kuzhenkino;2018-10-26 22:55:27+03:00;0;804
537939;Kuzhener;2018-10-26 22:55:27+03:00;0;803
538032;Kuykovaraka;2018-10-26 22:50:51+03:00;0;803
538049;Kuybyshevskiy Zaton;2018-10-26 22:55:27+03:00;2;802
538061;Kuybyshevo;2018-10-26 22:55:28+03:00;4;803
538108;Kuvshinovo;2018-10-26 22:49:09+03:00;1;803
538505;Kurush;2018-10-26 22:55:28+03:00;-1;501
538585;Kursakovo-Markovo;2018-10-26 22:48:45+03:00;2;800
538601;Kurovskoye;2018-10-26 22:48:39+03:00;2;800
538685;Kurmanayevka;2018-10-26 22:55:28+03:00;4;500
538711;Nizhniy Kurkuzhin;2018-10-26 22:55:28+03:00;5;803
538733;Kurkino;2018-10-26 22:55:28+03:00;0;804
538739;Kurkent;2018-10-26 22:55:29+03:00;4;500
538879;Kurdzhinovo;2018-10-26 22:55:29+03:00;-4;500
538937;Kurba;2018-10-26 22:55:29+03:00;-1;802
538994;Kurakh;2018-10-26 22:55:30+03:00;-1;501
539218;Kumysh;2018-10-26 22:55:30+03:00;-4;801
539221;Kumylzhenskaya;2018-10-26 22:55:30+03:00;1;803
539233;Kumukh;2018-10-26 22:55:30+03:00;-3;804
539389;Kulotino;2018-10-26 22:55:30+03:00;-1;803
539511;Kuli;2018-10-26 22:55:31+03:00;10;520
539578;Kulary;2018-10-26 22:55:31+03:00;5;802
539684;Kukoboy;2018-10-26 22:55:31+03:00;-2;802
539885;Kudinovo;2018-10-26 22:55:31+03:00;0;803
539897;Kudeyevskiy;2018-10-26 22:55:31+03:00;6;804
539907;Kudepsta;2018-10-26 22:48:36+03:00;9;803
539946;Kuchugury;2018-10-26 22:55:32+03:00;9;801
540042;Kuba-Taba;2018-10-26 22:55:32+03:00;5;803
540078;Kubachi;2018-10-26 22:55:32+03:00;-3;804
540121;Kshenskiy;2018-10-26 22:55:32+03:00;2;500
540259;Krym;2018-10-26 22:55:32+03:00;4;801
540267;Krylovskaya;2018-10-26 22:55:32+03:00;7;802
540268;Krylovskaya;2018-10-26 22:55:33+03:00;6;800
540690;Kruglolesskoye;2018-10-26 22:55:33+03:00;4;801
540740;Krotovka;2018-10-26 22:55:33+03:00;3;500
540769;Kropachevo;2018-10-26 22:55:33+03:00;3;500
540797;Krivyanskaya;2018-10-26 22:55:34+03:00;4;800
541116;Kresttsy;2018-10-26 22:55:34+03:00;0;804
541256;Krechevitsy;2018-10-26 22:55:34+03:00;0;500
541288;Krasyukovskaya;2018-10-26 22:55:34+03:00;4;800
541341;Krasnyy Yar;2018-10-26 22:55:34+03:00;3;800
541344;Krasnyy Yar;2018-10-26 22:55:35+03:00;3;500
541349;Krasnyy Yar;2018-10-26 22:55:35+03:00;7;800
541401;Krasnyy Tkach;2018-10-26 22:55:35+03:00;0;804
541446;Krasnyy Profintern;2018-10-26 22:55:35+03:00;-1;801
541549;Krasnyy Oktyabr;2018-10-26 22:55:36+03:00;-1;802
541550;Krasnyy Oktyabr;2018-10-26 22:55:36+03:00;1;803
541573;Krasnyy Oktyabr;2018-10-26 22:55:36+03:00;3;800
541629;Krasnyy Luch;2018-10-26 22:55:36+03:00;1;500
541647;Krasnyy Kut;2018-10-26 22:55:37+03:00;3;803
541661;Krasnyy Kurgan;2018-10-26 22:55:37+03:00;4;801
541679;Krasnyy Klyuch;2018-10-26 22:55:37+03:00;3;804
541704;Krasnyy Kholm;2018-10-26 22:55:37+03:00;-3;800
541722;Krasnyy Gulyay;2018-10-26 22:55:38+03:00;2;803
541791;Krasnyye Chetai;2018-10-26 22:55:38+03:00;0;803
541795;Krasnyye Barrikady;2018-10-26 22:55:38+03:00;7;800
541796;Krasnyye Baki;2018-10-26 22:55:38+03:00;0;804
541826;Krasnyy Bor;2018-10-26 22:55:38+03:00;2;803
541951;Krasnozatonskiy;2018-10-26 22:51:46+03:00;0;804
542109;Krasnoye;2018-10-26 22:55:39+03:00;0;804
542121;Krasnoye;2018-10-26 22:55:39+03:00;2;500
542125;Krasnoye;2018-10-26 22:55:39+03:00;6;801
542143;Krasnoyarskaya;2018-10-26 22:55:39+03:00;5;801
542182;Krasnovka;2018-10-26 22:55:39+03:00;4;500
542298;Krasnomayskiy;2018-10-26 22:55:40+03:00;0;804
542312;Krasnokumskoye;2018-10-26 22:55:40+03:00;4;801
542322;Krasnokholm;2018-10-26 22:55:40+03:00;4;804
542333;Krasnogvardeyskoye;2018-10-26 22:55:40+03:00;1;801
542335;Krasnogvardeyskoye;2018-10-26 22:55:40+03:00;9;801
542345;Krasnogvardeyets;2018-10-26 22:55:41+03:00;4;500
542356;Krasnogorskoye;2018-10-26 22:55:41+03:00;0;803
542366;Krasnogorskiy;2018-10-26 22:55:41+03:00;1;802
542378;Krasnogorodskoye;2018-10-26 22:55:41+03:00;1;803
542400;Krasnofarfornyy;2018-10-26 22:55:42+03:00;0;802
542423;Krasnoborsk;2018-10-26 22:55:42+03:00;0;804
542452;Krasnoarmeyskiy;2018-10-26 22:55:42+03:00;7;804
542561;Krasnaya Zarya;2018-10-26 22:55:42+03:00;0;803
542637;Krasnaya Poyma;2018-10-26 22:55:42+03:00;0;804
542640;Krasnaya Polyana;2018-10-26 22:55:43+03:00;0;803
542673;Krasnaya Polyana;2018-10-26 22:55:43+03:00;7;801
542680;Krasnaya Polyana;2018-10-26 22:55:43+03:00;8;803
542681;Krasnaya Polyana;2018-10-26 22:48:55+03:00;9;803
542765;Krasnaya Gorka;2018-10-26 22:55:43+03:00;-1;803
542769;Krasnaya Gorka;2018-10-26 22:55:44+03:00;3;804
542788;Krasnaya Gora;2018-10-26 22:55:44+03:00;3;803
542942;Krapivna;2018-10-26 22:55:44+03:00;0;803
542965;Krasnokholmskiy;2018-10-26 22:55:44+03:00;2;801
543138;Kozlovka;2018-10-26 22:49:09+03:00;1;803
543171;Kozlovka;2018-10-26 22:55:44+03:00;2;804
543246;Kozhva;2018-10-26 22:55:45+03:00;0;804
543396;Koygorodok;2018-10-26 22:55:45+03:00;-1;803
543624;Kotovo;2018-10-26 22:59:52+03:00;1;800
543671;Kotlyarevskaya;2018-10-26 22:55:45+03:00;7;803
543864;Kostrovo;2018-10-26 22:55:45+03:00;1;800
543939;Kostino;2018-10-26 22:55:46+03:00;0;803
544007;Kostek;2018-10-26 22:55:46+03:00;6;500
544068;Kosmynino;2018-10-26 22:55:46+03:00;0;802
544084;Koslan;2018-10-26 22:55:46+03:00;-1;803
544119;Kosino;2018-10-26 22:55:47+03:00;0;804
544123;Kosino;2018-10-26 22:51:01+03:00;1;803
544203;Koshki;2018-10-26 22:55:47+03:00;1;801
544263;Koshekhabl;2018-10-26 22:55:47+03:00;8;803
544293;Kosaya Gora;2018-10-26 22:51:10+03:00;0;803
544318;Kosa;2018-10-26 22:55:47+03:00;0;803
544332;Korzhevskiy;2018-10-26 22:55:48+03:00;9;801
544440;Korsakovo;2018-10-26 22:55:48+03:00;0;803
544535;Korovino;2018-10-26 22:59:51+03:00;1;800
544727;Korobovo;2018-10-26 22:59:50+03:00;1;800
544746;Korobitsyno;2018-10-26 22:55:48+03:00;-2;801
544830;Kormezhka;2018-10-26 22:55:48+03:00;2;801
544906;Korenevo;2018-10-26 22:55:48+03:00;2;804
545129;Koporye;2018-10-26 22:55:49+03:00;2;803
545168;Kopanskaya;2018-10-26 22:55:49+03:00;9;800
545223;Konyshevka;2018-10-26 22:55:49+03:00;3;803
545267;Konstantinovskoye;2018-10-26 22:55:49+03:00;7;802
545272;Konstantinovskiy;2018-10-26 22:55:50+03:00;-1;802
545275;Konstantinovskaya;2018-10-26 22:55:50+03:00;8;803
545276;Konstantinovskaya;2018-10-26 22:55:50+03:00;4;801
545282;Konstantinovo;2018-10-26 22:55:50+03:00;0;803
545353;Konosha;2018-10-26 22:55:50+03:00;0;804
545400;Konokovo;2018-10-26 22:55:51+03:00;7;802
545467;Konevo;2018-10-26 22:55:51+03:00;1;804
545630;Kondol;2018-10-26 22:55:51+03:00;0;802
545633;Kondoka;2018-10-26 22:48:43+03:00;0;804
545690;Komsomolskoye;2018-10-26 22:55:51+03:00;0;802
545728;Komsomolskiy;2018-10-26 22:55:51+03:00;7;804
545747;Komsomolets;2018-10-26 22:55:52+03:00;1;803
545752;Komsomolets;2018-10-26 22:55:52+03:00;5;801
545946;Komarichi;2018-10-26 22:55:52+03:00;2;803
545982;Kolyshley;2018-10-26 22:55:52+03:00;1;804
545992;Kolykhmanovo;2018-10-26 22:49:09+03:00;1;803
546055;Koltushi;2018-10-26 22:55:52+03:00;2;803
546060;Koltubanovskiy;2018-10-26 22:55:52+03:00;4;500
546092;Kolpny;2018-10-26 22:55:53+03:00;2;500
546282;Kologriv;2018-10-26 22:55:54+03:00;0;804
546316;Kolodeznyy;2018-10-26 22:55:54+03:00;1;803
546374;Kolobovo;2018-10-26 22:55:54+03:00;1;804
546448;Kolganov;2018-10-26 22:48:34+03:00;6;500
546554;Kola;2018-10-26 22:55:55+03:00;-1;620
546664;Kokino;2018-10-26 22:55:55+03:00;1;803
546742;Kodino;2018-10-26 22:55:55+03:00;1;500
546779;Kochubey;2018-10-26 22:58:07+03:00;9;803
546798;Kochkurovo;2018-10-26 22:55:55+03:00;0;803
546845;Kochevo;2018-10-26 22:55:55+03:00;1;500
547005;Kobrinskoye;2018-10-26 22:55:56+03:00;2;803
547162;Knyaginino;2018-10-26 22:55:56+03:00;0;804
547379;Klyazíma;2018-10-26 22:48:46+03:00;1;800
547383;Klyavlino;2018-10-26 22:55:56+03:00;3;500
547560;Klimovsk;2018-10-26 22:48:44+03:00;1;803
547677;Kletskaya;2018-10-26 22:55:56+03:00;2;500
547841;Kizlyar;2018-10-26 22:55:56+03:00;4;802
547871;Kizema;2018-10-26 22:55:57+03:00;0;804
548040;Kitovo;2018-10-26 22:55:57+03:00;1;804
548097;Kislyakovskaya;2018-10-26 22:55:57+03:00;6;800
548151;Kishpek;2018-10-26 22:55:57+03:00;7;803
548302;Kirya;2018-10-26 22:55:58+03:00;0;803
548383;Kirovskiy;2018-10-26 22:55:58+03:00;3;803
548387;Kirovskiy;2018-10-26 22:55:58+03:00;7;800
548408;Kirov;2018-10-26 22:49:18+03:00;0;803
548493;Kirgiz-Miyaki;2018-10-26 22:55:58+03:00;3;804
548715;Kilemary;2018-10-26 22:55:59+03:00;0;802
548763;Kikerino;2018-10-26 22:55:59+03:00;2;803
548791;Kichmengskiy Gorodok;2018-10-26 22:55:59+03:00;0;804
548890;Khvoynaya;2018-10-26 22:55:59+03:00;-1;803
548946;Khvorostyanka;2018-10-26 22:56:00+03:00;1;800
548964;Khvatovka;2018-10-26 22:56:00+03:00;2;803
548972;Khvastovichi;2018-10-26 22:56:00+03:00;1;803
548982;Khvalynsk;2018-10-26 22:56:00+03:00;2;801
549105;Khunzakh;2018-10-26 22:56:00+03:00;0;500
549118;Khumalag;2018-10-26 22:56:01+03:00;0;800
549175;Khuchni;2018-10-26 22:56:01+03:00;4;500
549266;Khrenovoye;2018-10-26 22:56:01+03:00;2;804
549341;Khotynets;2018-10-26 22:56:01+03:00;1;803
549610;Khomutovo;2018-10-26 22:56:02+03:00;1;803
